#### Column 1 = Reciprocal_space_pos/1000 
#### Column 2 = Frequencies in THz = 1/33.35641 cm^-1

# ### Dispersion curve is displayed according to 
# (G - M Band 1)
# (M - K Band 1)
# (K - G Band 1)

# (G - M Band 2)
# (M - K Band 2)
# (K - G Band 2)

# (G - M Band 3)
# (M - K Band 3)
# (K - G Band 3)

# .
# .
# .

# (G - M Band 9)
# (M - K Band 9)
# (K - G Band 9)

# End points of segments: 
#   0.00000000 0.18270580 0.28819100 0.49916150 
0.000000 -0.000000
0.009135 0.379112
0.018271 0.755431
0.027406 1.126238
0.036541 1.488953
0.045676 1.841165
0.054812 2.180623
0.063947 2.505213
0.073082 2.812911
0.082218 3.101747
0.091353 3.369799
0.100488 3.615226
0.109623 3.836353
0.118759 4.031783
0.127894 4.200518
0.137029 4.342059
0.146165 4.456428
0.155300 4.544104
0.164435 4.605851
0.173570 4.642484
0.182706 4.654618

0.182706 4.654618
0.187980 4.665931
0.193254 4.699327
0.198529 4.753210
0.203803 4.825018
0.209077 4.911337
0.214351 5.008008
0.219626 5.110213
0.224900 5.212532
0.230174 5.309070
0.235448 5.393816
0.240723 5.461509
0.245997 5.508968
0.251271 5.536233
0.256545 5.546480
0.261820 5.544686
0.267094 5.536046
0.272368 5.524993
0.277643 5.514864
0.282917 5.507912
0.288191 5.505444

0.288191 5.415875
0.298739 5.396871
0.309288 5.333749
0.319837 5.220239
0.330385 5.054102
0.340934 4.836411
0.351482 4.570399
0.362031 4.260510
0.372579 3.911923
0.383128 3.530448
0.393676 3.122629
0.404225 2.695905
0.414773 2.258789
0.425322 1.821061
0.435870 1.393946
0.446419 0.990188
0.456967 0.623641
0.467516 0.306419
0.478064 -0.063302
0.488613 -0.092668
0.499161 0.000000


0.000000 0.000000
0.009135 0.615145
0.018271 1.225181
0.027406 1.825046
0.036541 2.409775
0.045676 2.974528
0.054812 3.514609
0.063947 4.025482
0.073082 4.502781
0.082218 4.942356
0.091353 5.340386
0.100488 5.693602
0.109623 5.999640
0.118759 6.257496
0.127894 6.467930
0.137029 6.633613
0.146165 6.758835
0.155300 6.848784
0.164435 6.908630
0.173570 6.942663
0.182706 6.953684

0.182706 5.158001
0.187980 5.158285
0.193254 5.159207
0.198529 5.160967
0.203803 5.163871
0.209077 5.168295
0.214351 5.174641
0.219626 5.183287
0.224900 5.194537
0.230174 5.208582
0.235448 5.225456
0.240723 5.245012
0.245997 5.266896
0.251271 5.290537
0.256545 5.315149
0.261820 5.339731
0.267094 5.363094
0.272368 5.383887
0.277643 5.400639
0.282917 5.411815
0.288191 5.415875

0.288191 5.505444
0.298739 5.515233
0.309288 5.540162
0.319837 5.566485
